,시도,군구,스벅_나머지데이터,ID
366,서울,종로,"세종대로 167, 현대해상본사사옥 별관내 (세종로)02-758-8036",서울 종로
367,서울,종로,창경궁로 235 (명륜3가)02-758-8249,서울 종로
368,서울,종로,사직로8길 4 (사직동) 광화문 풍림스페이스본02-758-8235,서울 종로
369,서울,종로,종로 183 (인의동) 효성주얼리시티02-6744-4882,서울 종로
370,서울,종로,종로 64 (종로2가)02-758-8169,서울 종로
371,서울,종로,삼일대로19길 20 (관철동)02-758-8168,서울 종로
372,서울,종로,청계천로 59 (관철동)02-758-8154,서울 종로
373,서울,종로,동숭길 110 (동숭동)02-758-8430,서울 종로
374,서울,종로,"종로12길 21, 2층 (관철동)02-758-8360",서울 종로
375,서울,종로,"자하문로4길 6, 1층 (통의동)02-758-8359",서울 종로
376,서울,종로,종로1길 42 (수송동)02-758-8405,서울 종로
377,서울,종로,대명길 5 (명륜4가)02-758-8316,서울 종로
378,서울,종로,"대학로 116, 1-2층 (동숭동)02-758-8315",서울 종로
379,서울,종로,"종로 113-1, 1-4층 (종로3가)02-758-8339",서울 종로
380,서울,종로,"대학로 57, 홍익대학교 대학로캠퍼스 內 (연건동)02-758-8558",서울 종로
381,서울,종로,삼일대로 403-1 (인사동)02-758-8548,서울 종로
382,서울,종로,"율곡로 6, B동 101호(중학동, 트윈트리타워)02-758-8386",서울 종로
383,서울,종로,삼일대로20길 13 (관수동)02-758-8560,서울 종로
384,서울,중구,세종대로12길 12 (남대문로4가)02-3789-3661,서울 중구
385,서울,중구,세종대로 39 상공회의소회관 1층02-6050-1180,서울 중구
386,서울,중구,명동9길 16 (명동1가)02-3789-3640,서울 중구
387,서울,중구,을지로 251 (을지로6가)02-2269-3667,서울 중구
388,서울,중구,서애로 1길 1102-2269-3296,서울 중구
389,서울,중구,소공로 63 (충무로1가)02-310-1514,서울 중구
390,서울,중구,을지로 51 (을지로2가)02-754-3429,서울 중구
391,서울,중구,퇴계로 18 (남대문로5가)02-6366-1381,서울 중구
392,서울,중구,장충단로 229 (광희동1가)02-2279-3345,서울 중구
393,서울,중구,남대문로 109 (다동)02-752-3464,서울 중구
394,서울,중구,장충단로 166 (장충동1가)02-2264-3364,서울 중구
395,서울,중구,다산로 258 (흥인동)02-2253-3318,서울 중구
396,서울,중구,통일로 10 (남대문로5가)02-2259-3331,서울 중구
397,서울,중구,퇴계로 72 (회현동) 리더스뷰남산02-758-8986,서울 중구
398,서울,중구,남대문로10길 9 (삼각동) 경기빌딩02-758-8981,서울 중구
399,서울,중구,삼일대로 358 (을지로2가)02-6250-8280,서울 중구
400,서울,중구,퇴계로 77 (충무로1가)02-310-1431,서울 중구
401,서울,중구,소공로 70 (충무로 1가) 서울 중앙 우체국02-758-8979,서울 중구
402,서울,중구,세종대로 124 (태평로1가)02-722-3263,서울 중구
403,서울,중구,명동길 60 (명동 2가)02-758-8903,서울 중구
404,서울,중구,다산로 129 (신당동)02-758-8862,서울 중구
405,서울,중구,수표로 34 (저동2가)02-758-8857,서울 중구
406,서울,중구,명동10길 4102-758-8849,서울 중구
407,서울,중구,세종대로18길 32 (소공동) 삼원빌딩02-758-8843,서울 중구
408,서울,중구,서소문로 120 (서소문동) 대한빌딩02-758-8832,서울 중구
409,서울,중구,"퇴계로 385, 1층 (흥인동)02-758-8669",서울 중구
410,서울,중구,명동9가길 14 (을지로1가) 메트로호텔02-758-8764,서울 중구
411,서울,중구,"세종대로 17, 와이즈타워 1층 (남대문로5가)02-758-8087",서울 중구
412,서울,중구,"칠패로 27, 1층 (순화동)02-758-8209",서울 중구
413,서울,중구,퇴계로 212 (필동 2가)02-758-8030,서울 중구
414,서울,중구,소공로 112 (소공동)02-758-8140,서울 중구
415,서울,중구,무교로 21 (무교동) 코오롱빌딩 1층02-758-8037,서울 중구
416,서울,중구,새문안로 22 (충정로1가) 문화일보02-758-8047,서울 중구
417,서울,중구,"세종대로 72, 대영빌딩 1층 (태평로2가)02-758-8039",서울 중구
418,서울,중구,"세종대로9길 41, 퍼시픽타워 1층 (서소문동)02-758-8079",서울 중구
419,서울,중구,"소월로 10, 단암빌딩 (남대문로5가)02-758-8306",서울 중구
420,서울,중구,청계천로 400 (황학동) 롯데캐슬베네치아02-2048-5257,서울 중구
421,서울,중구,서소문로 130 (서소문동)02-758-8181,서울 중구
422,서울,중구,"명동 7길 8, 2층 (명동 1가)02-758-8318",서울 중구
423,서울,중구,을지로5길 16 삼화타워1층02-758-8483,서울 중구
424,서울,중구,"남대문로7길 19, 삼영빌딩 1층 일부 (소공동)02-758-8569",서울 중구
425,서울,중구,서소문로 99 (서소문동)02-758-8409,서울 중구
426,서울,중구,"을지로 50, 1층 (을지로 2가)02-758-8385",서울 중구
427,서울,중구,통일로 92 (순화동) 에이스타워빌딩02-758-8372,서울 중구
428,서울,중구,"을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)02-758-8504",서울 중구
429,서울,중구,"을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)02-758-8505",서울 중구
430,서울,중구,"퇴계로 197, 충무빌딩 1층 (필동 2가)02-758-8395",서울 중구
431,서울,중구,"퇴계로 101, 건물 전체 (충무로 1가)02-758-8562",서울 중구
432,서울,중구,퇴계로 100 (회현동2가)02-758-8539,서울 중구
433,서울,중구,남대문로 68-1 (명동2가)02-758-8506,서울 중구
434,서울,강동,양재대로 1647 (명일동)02-427-3681,서울 강동
435,서울,강동,성내로 32 (성내동)02-489-3652,서울 강동
436,서울,강동,고덕로 43 (암사동)02-426-3583,서울 강동
437,서울,강동,"천호대로 1089 (천호동, 강동 헤르셔)02-477-3319",서울 강동
438,서울,강동,양재대로 1303 (성내동) 평원빌딩02-478-3240,서울 강동
439,서울,강동,천호대로 1037 (천호동)02-758-8923,서울 강동
440,서울,강동,천호대로 1015-14 (천호동) 이마트별관02-758-8732,서울 강동
441,서울,강동,양재대로 1487 (길동)02-758-8776,서울 강동
442,서울,강동,"상일로10길 36, 1~2층 (상일동)02-758-8670",서울 강동
443,서울,강동,강동대로 171 (성내동)02-758-8761,서울 강동
444,서울,강동,"천호대로 1012, 태승빌딩 (성내동)02-758-8296",서울 강동
445,서울,강동,동남로75길 5 (명일동) 명일이마트별관주차장02-758-8752,서울 강동
446,서울,강동,"양재대로 1441, 1층 (길동)02-758-8342",서울 강동
447,서울,구로,경인로 610 (신도림동)02-2635-3516,서울 구로
448,서울,구로,디지털로32길 30 (구로동)02-2103-5088,서울 구로
449,서울,구로,경인로 216 (오류동)02-758-8775,서울 구로
450,서울,구로,"디지털로33길 11, 에이스테크노8차 1층 (구로동)02-758-8655",서울 구로
451,서울,구로,"디지털로31길 61, 신세계디지털센터 101호 (구로동)02-758-8092",서울 구로
452,서울,구로,"디지털로 285, 에이스트윈타워1차 103호 (구로동)02-758-8161",서울 구로
453,서울,구로,"디지털로26길 5, 에이스하이엔드타워1차 103호 (구로동)02-758-8340",서울 구로
454,서울,구로,경인로 662 (신도림동)02-2210-9237,서울 구로
455,서울,구로,"디지털로32길 72, 구로호텔 1층 (구로동)02-758-8555",서울 구로
456,서울,구로,경인로 662 (신도림동)02-2210-9797,서울 구로
457,서울,동대문,천호대로 263 (답십리동)02-2245-3417,서울 동대문
458,서울,동대문,회기로 141 (회기동)02-959-3391,서울 동대문
459,서울,동대문,이문로 93 (이문동)02-965-3373,서울 동대문
460,서울,동대문,왕산로 19 (신설동)02-758-8942,서울 동대문
461,서울,동대문,이문로 37 (회기동)02-758-8767,서울 동대문
462,서울,동대문,휘경로 12-1 (이문동)02-758-8132,서울 동대문
463,서울,동대문,장한로 10 (장안동)02-758-8475,서울 동대문
464,서울,동대문,경희대로 16-1 (회기동)02-758-8351,서울 동대문
465,서울,성동,아차산로 42 (성수동1가)02-469-3488,서울 성동
466,서울,성동,"왕십리로 410 (하왕십리동, 센트라스)02-2294-3409",서울 성동
467,서울,성동,성수이로 94 (성수동2가)02-469-3460,서울 성동
468,서울,성동,왕십리로 382 (하왕십리동)02-2294-3342,서울 성동
469,서울,성동,왕십리로 326 (도선동)02-758-8900,서울 성동
470,서울,성동,행당동 왕십리로 241 B1층02-758-8846,서울 성동
471,서울,성동,왕십리로 225 (행당동)02-758-8015,서울 성동
472,서울,성동,왕십리광장로 17 (행당동)02-2200-6250,서울 성동
473,서울,성동,뚝섬로 379 (성수동2가) 이마트 성수점02-758-8282,서울 성동
474,서울,용산,이태원로 188 (이태원동)02-798-9780,서울 용산
475,서울,용산,이태원로 252 (한남동)02-797-3556,서울 용산
476,서울,용산,"한강대로 69 (한강로2가, 용산푸르지오써밋)02-749-3550",서울 용산
477,서울,용산,이촌로 276 (이촌동)02-3785-3518,서울 용산
478,서울,용산,"한강대로 95 (한강로2가, 래미안용산)02-794-3487",서울 용산
479,서울,용산,"서빙고로 67 (용산동5가, 파크타워)02-3785-3386",서울 용산
480,서울,용산,한강대로 275 (갈월동)02-3275-3320,서울 용산
481,서울,용산,독서당로 94 (한남동)070-7831-9088,서울 용산
482,서울,용산,남산공원길 105 (용산동2가) YTN서울타워 1층02-319-3246,서울 용산
483,서울,용산,한강대로 372 (동자동)02-758-8734,서울 용산
484,서울,용산,"이태원로 213, 1,2층 (한남동)02-758-8622",서울 용산
485,서울,용산,대사관로 67 (한남동)02-758-8600,서울 용산
486,서울,용산,청파로47길 57 (청파동3가)02-758-8191,서울 용산
487,서울,용산,장문로 12 (동빙고동)02-798-8262,서울 용산
488,서울,용산,한강대로 291 (갈월동)02-758-8377,서울 용산
489,서울,용산,한강대로23길 5502-2012-2907,서울 용산
490,서울,용산,이촌로 198 (이촌동)02-758-8368,서울 용산
491,서울,중랑,"상봉로 131 (상봉동, 상봉 듀오트리스 주상복합)02-438-5223",서울 중랑
492,서울,중랑,망우로30길 3 (상봉동)02-758-8935,서울 중랑
493,서울,중랑,신내로 7202-758-8887,서울 중랑
494,서울,중랑,면목로 31002-758-8823,서울 중랑
495,서울,중랑,"망우로 307, ,3,4번지 (상봉동)02-758-8486",서울 중랑
496,서울,중랑,"동일로 932, 묵동이마트 B1층 (묵동)02-758-8370",서울 중랑
497,경기,고양,일산동구 무궁화로 294 (풍동)031-903-3601,고양
498,경기,고양,일산동구 식사동 814 경기도 고양시 일산동구 동국로 27031-961-9180,고양
499,경기,고양,일산동구 백마로 475 (풍동)031-903-3461,고양
500,경기,고양,일산동구 강송로 33 (백석동)031-849-6688,고양
501,경기,고양,일산동구 위시티2로11번길 31 (식사동)031-968-8814,고양
502,경기,고양,일산동구 무궁화로 237 (중산동)031-977-8795,고양
503,경기,고양,"일산동구 중앙로 1054, 1층 (백석동)031-903-8618",고양
504,경기,고양,일산동구 중앙로 1059 (백석동)031-907-6755,고양
505,경기,고양,일산동구 중앙로1275번길 38-9 (장항동)031-908-8625,고양
506,경기,고양,일산동구 일산로 237 (마두동)031-904-7968,고양
507,경기,고양,일산동구 정발산로 24 (장항동)031-931-5283,고양
508,경기,고양,일산동구 중앙로 1191 (장항동)031-907-6482,고양
509,경기,고양,"일산동구 정발산로 이스턴시티 38번지 116,117호031-904-7521",고양
510,경기,과천,중앙로 277 (중앙동)02-504-3497,과천
511,경기,과천,별양상가3로 11 이마트 1층(별양동)02-758-8033,과천
512,경기,과천,"중앙로 129, 고려빌딩 1층 (중앙동)02-758-8369",과천
513,경기,광명,범안로 1036 (하안동)02-897-3672,광명
514,경기,광명,"양지로 16 (일직동, 광명역써밋플레이스)02-898-3617",광명
515,경기,광명,오리로 361 (소하동)02-898-3671,광명
516,경기,광명,금하로 464 (소하동)02-897-3386,광명
517,경기,광명,광명로 907 (광명동)02-2619-3389,광명
518,경기,광명,디지털로 17 (철산1동) 가림빌딩02-2689-3192,광명
519,경기,광명,범안로 1060 (하안동)02-758-8825,광명
520,경기,광명,오리로 865 (철산동)02-2625-5466,광명
521,경기,광주,오포읍 태재로 37 031-717-3566,광주
522,경기,광주,광주대로 35 (경안동)031-765-9893,광주
523,경기,구리,경춘북로252 A101 031-572-3631,구리
524,경기,구리,"건원대로 67, 1층 (인창동)031-568-8682",구리
525,경기,구리,"검배로 5, 우진빌딩 (수택동)031-567-8593",구리
526,경기,군포,고산로701 031-392-3638,군포
527,경기,군포,"산본로343번길 9, 성진빌딩 1층 (산본동)031-391-8216",군포
528,경기,군포,"번영로 497, 금화프라자 1층 (산본동)031-392-8435",군포
529,경기,군포,"산본로 398, 태주빌딩 2층031-398-9447",군포
530,경기,남양주,진접읍 해밀예당1로27 031-529-3642,남양주
531,경기,남양주,진접읍 금강로 1477 031-529-3287,남양주
532,경기,남양주,와부읍 경강로 772 031-577-3227,남양주
533,경기,남양주,별내5로5번길 15 (별내동)031-575-3328,남양주
534,경기,남양주,경춘로 1269031-591-5938,남양주
535,경기,남양주,별내중앙로 64 1-2층031-572-1861,남양주
536,경기,남양주,"늘을1로16번길 25, 성보빌딩 (호평동)031-595-4597",남양주
537,경기,부천,소사구 경인로 485032-349-7884,부천
538,경기,부천,원미구 석천로 188 (중동)032-327-3356,부천
539,경기,부천,"원미구 길주로 180, 현대백화점부천중동점 중동점 지하1층 (중동)032-623-2872",부천
540,경기,부천,원미구 조마루로 2 (상동)032-220-7988,부천
541,경기,부천,"원미구 부일로 204, 루치올라빌딩 (상동)032-323-8434",부천
542,경기,부천,"원미구 부천로 7, 1,2층 (심곡동)032-612-8531",부천
543,경기,부천,원미구 상동로 87 (상동)032-325-8433,부천
544,경기,성남,분당구 판교역로 152 (백현동)031-622-7191,성남
545,경기,성남,"분당구 동판교로177번길 25 (삼평동, 판교 호반 써밋 플레이스)031-702-3603",성남
546,경기,성남,분당구 성남대로925번길 16 (야탑동)031-705-3449,성남
547,경기,성남,분당구 이매로 15 (이매동)031-8017-3439,성남
548,경기,성남,분당구 새마을로175번길 4 (율동)031-703-3403,성남
549,경기,성남,분당구 정자로 82 (정자동)031-712-3290,성남
550,경기,성남,분당구 대왕판교로606번길 10 (백현동 알파돔시티)031-703-3531,성남
551,경기,성남,분당구 운중로 132 (운중동)031-8017-1927,성남
552,경기,성남,분당구 판교로 227번길 6 (삼평동)031-8016-6912,성남
553,경기,성남,분당구 판교로 372 (삼평동)031-8017-7902,성남
554,경기,성남,분당구 판교역로 192번길 14 (삼평동)031-8017-7589,성남
555,경기,성남,분당구 황새울로360번길 19 (서현동) 금화빌딩031-8017-8773,성남
556,경기,성남,"분당구 대왕판교로606번길 58, 판교푸르지오월드마크 1층 (삼평동)031-8016-5666",성남
557,경기,성남,분당구 성남대로 151 (구미동)031-724-1337,성남
558,경기,성남,분당구 수내로46번길 12 (수내동) 코아빌딩031-715-9708,성남
559,경기,성남,분당구 성남대로343번길 12-2 (정자동)031-719-1945,성남
560,경기,성남,분당구 분당로 43 (서현동)031-708-6758,성남
561,경기,성남,"분당구 야탑로81번길 11, 뉴코아 야탑점 아울렛 1층 (야탑동)031-702-0385",성남
562,경기,성남,분당구 돌마로 43 (금곡동) 메디파크빌딩031-714-9753,성남
563,경기,성남,"분당구 황새울로 234, 분당트라팰리스 (수내동)031-718-2079",성남
564,경기,성남,"분당구 정자일로213번길 18, 201동 101호(정자동, 성원상떼뷰)031-714-8264",성남
565,경기,성남,"분당구 황새울로359번길 11, 미래에셋빌딩 1층 (서현동)031-705-8247",성남
566,경기,성남,분당구 성남대로916번길 11 (야탑동)031-8016-8416,성남
567,경기,성남,"분당구 정자일로 166, SPG센터 (정자동)031-8022-8559",성남
568,경기,성남,"분당구 구미로173번길 82, 분당서울대학교병원 신관 4층 (구미동)031-716-6583",성남
569,경기,성남,"분당구 구미로173번길 82, 분당서울대학교병원 신관 1층 (구미동)031-715-6581",성남
570,경기,성남,분당구 황새울로335번길 5 (서현동)031-696-1203,성남
571,경기,성남,"분당구 서현로210번길 20, 1층 (서현동)031-8016-7387",성남
572,경기,성남,"분당구 성남대로 32, 1층 (구미동)031-719-8349",성남
573,경기,성남,"분당구 성남대로 393, 두산위브파빌리온 1층 (정자동)031-784-9670",성남
574,경기,성남,"분당구 백현로101번길 30, 1-2층 (수내동)031-714-8308",성남
575,경기,성남,분당구 성남대로 275 (정자동)031-715-9461,성남
576,경기,성남,분당구 불정로 134 (정자동)031-716-8397,성남
577,경기,성남,"분당구 판교역로 231, 에이치스퀘어 (삼평동)031-8018-4436",성남
578,경기,성남,분당구 성남대로 45 (구미동)031-714-9525,성남
579,경기,성남,"분당구 판교역로 230, 판교 삼환 HIPEX (삼평동)031-696-0308",성남
580,경기,성남,중원구 산성대로426번길 2 (금광동)031-734-3765,성남
581,경기,성남,중원구 산성대로 340-1 (중앙동)031-743-8830,성남
582,경기,수원,"권선구 서수원로577번길 305 (금곡동, 수원모아미래도센트럴타운2단지)031-292-3615",수원
583,경기,수원,권선구 매송고색로 543 (오목천동)031-295-3425,수원
584,경기,수원,권선구 동수원로177번길 40 (권선동)031-222-3468,수원
585,경기,수원,권선구 경수대로 270 (권선동)031-207-1268,수원
586,경기,수원,권선구 효원로 274 (권선동)031-238-8392,수원
587,경기,수원,장안구 경수대로 1038 (파장동)031-251-3550,수원
588,경기,수원,장안구 덕영대로535번길 46 (천천동)031-269-3597,수원
589,경기,수원,"장안구 서부로 2131, 1층 4,5,6호 2층1,2호 (율전동)031-292-7571",수원
590,경기,수원,팔달구 권광로 265 (인계동)031-215-3477,수원
591,경기,수원,팔달구 인계로94번길 3 (인계동)031-236-2801,수원
592,경기,수원,팔달구 권광로 132 (인계동)031-224-5877,수원
593,경기,수원,팔달구 매산로 11 (매산로1가)031-243-1972,수원
594,경기,수원,팔달구 중부대로 161 (우만동) 유성주유소031-212-4969,수원
595,경기,수원,팔달구 권광로 199 (인계동)031-226-8544,수원
596,경기,수원,팔달구 월드컵로 205 (우만동)031-215-4516,수원
597,경기,시흥,"서울대학로278번길 43-13 (정왕동) 106호, 107호, 108호031-498-3519",시흥
598,경기,시흥,비둘기공원로 10 (대야동)031-435-3497,시흥
599,경기,시흥,서해안로 699 (정왕동)031-8072-3672,시흥
600,경기,시흥,서해안로 699 (정왕동)031-8072-3638,시흥
601,경기,시흥,중심상가2길 20-5 (정왕동)031-434-8550,시흥
602,경기,안산,단원구 고잔로 72 (고잔동)031-405-3597,안산
603,경기,안산,단원구 적금로 120 (고잔동)031-414-3437,안산
604,경기,안산,단원구 원포공원1로 46 (초지동) 이마트031-405-9839,안산
605,경기,안산,"단원구 광덕대로 154, ,771-4 로데오타운1층 (고잔동)031-405-0678",안산
606,경기,안산,"단원구 고잔로 102, 스타타워 1층 (고잔동)031-410-9658",안산
607,경기,안산,단원구 중앙대로 907 (고잔동)031-439-8214,안산
608,경기,안산,단원구 중앙대로 397 (신길동)031-494-4507,안산
609,경기,안성,중앙로 308 (석정동)031-671-3610,안성
610,경기,안성,"중앙로 395, 1층 1~2층 (대천동)031-671-9565",안성
611,경기,안양,동안구 관악대로 234 (비산동)031-387-3537,안양
612,경기,안양,동안구 시민대로 180 (호계동)031-340-8940,안양
613,경기,안양,동안구 엘에스로 23-8 (호계동)031-451-3254,안양
614,경기,안양,동안구 평촌대로 123 (호계동)031-476-3325,안양
615,경기,안양,동안구 관평로 182 (관양동)031-388-6889,안양
616,경기,안양,동안구 시민대로 311 금강스마트 빌딩 1층(관양동1746)031-426-8918,안양
617,경기,안양,동안구 경수대로 821 (비산동)031-441-8940,안양
618,경기,안양,"동안구 시민대로 230, 평촌아크로타워상가동 2층 8호 (관양동)031-387-8201",안양
619,경기,안양,동안구 평촌대로 223 (호계동)031-381-8399,안양
620,경기,안양,"동안구 흥안대로 519, 아이퍼스트타워 1~2층 (관양동)031-425-7566",안양
621,경기,안양,만안구 장내로 149번길 (안양동)53031-441-8960,안양
622,경기,안양,만안구 경수대로 1397 (석수동)031-474-8928,안양
623,경기,안양,만안구 안양로292번길 36 (안양동)031-443-0346,안양
624,경기,양주,회천남로 76 (옥정동)031-863-3781,양주
625,경기,양주,독바위로 35 (덕정동)031-862-3668,양주
626,경기,양주,부흥로 1872 (광사동)031-821-3545,양주
627,경기,양주,고읍남로 20 (광사동)031-821-8952,양주
628,경기,오산,"경기대로 50, B동 (갈곶동)031-376-3561",오산
629,경기,오산,원동로 74(원동)031-374-7904,오산
630,경기,오산,운천로 61031-376-8872,오산
631,경기,용인,기흥구 중부대로 769-6 (상하동)031-286-3575,용인
632,경기,용인,"기흥구 기흥역로 63 (구갈동, 기흥역 힐스테이트)031-282-3715",용인
633,경기,용인,기흥구 용구대로 1877 (보라동)031-282-3551,용인
634,경기,용인,기흥구 어정로 102 (상하동)031-283-3248,용인
635,경기,용인,기흥구 용구대로 2330031-284-2958,용인
636,경기,용인,기흥구 구갈로 71-18 (신갈동)031-282-5766,용인
637,경기,용인,기흥구 중부대로 56031-273-8703,용인
638,경기,용인,"기흥구 죽전로 20, 죽전누리에뜰상가 (보정동)031-276-8570",용인
639,경기,용인,기흥구 용구대로 2457 (보정동)031-286-7352,용인
640,경기,용인,"기흥구 강남로 3, 강남&플러스 1층(구갈동)031-283-8335",용인
641,경기,용인,처인구 포곡읍 에버랜드로 199 070-8803-0022,용인
642,경기,용인,처인구 중부대로 1130031-322-3248,용인
643,경기,용인,처인구 금령로 60 (김량장동)031-339-8634,용인
644,경기,의왕,안양판교로 89 (포일동)031-423-3378,의왕
645,경기,의정부,경의로 31 (의정부동)031-837-3571,의정부
646,경기,의정부,금신로 63 031-826-3675,의정부
647,경기,의정부,시민로 468 (용현동)031-841-3503,의정부
648,경기,의정부,평화로 540 (의정부동)031-847-3509,의정부
649,경기,의정부,천보로 68 (민락동)031-851-3372,의정부
650,경기,의정부,평화로 341 (호원동)031-875-3312,의정부
651,경기,의정부,비우로 119 (가능동)031-871-8995,의정부
652,경기,의정부,"청사로48번길 7, 대송프라자 (금오동)031-853-3640",의정부
653,경기,의정부,"평화로 525, 신세계백화점 2층 (의정부동)031-8082-0255",의정부
654,경기,의정부,"평화로 525, 신세계백화점 6층 (의정부동)031-8082-0630",의정부
655,경기,이천,이섭대천로 1445 (증포동)031-637-3596,이천
656,경기,이천,경충대로 3045 (사음동)031-638-3407,이천
657,경기,이천,"부발읍 경충대로 2100, 외 101호,102호,201호031-635-8651",이천
658,경기,이천,중부대로 중부고속도로 82031-637-9488,이천
659,경기,이천,중리천로 84 (중리동)031-637-8464,이천
660,경기,포천,호국로 925 (선단동)031-543-3457,포천
661,경기,포천,"소흘읍 솔모루로 55, 뉴스토리솔모루빌딩031-542-9632",포천
662,경기,하남,미사강변남로 35 (망월동)031-792-3644,하남
663,경기,하남,학암동 90-33 위례스타필드031-8097-1167,하남
664,경기,하남,아리수로 570 (망월동)031-792-3712,하남
665,경기,하남,미사강변북로30번길 130 (망월동)031-794-3396,하남
666,경기,하남,미사대로 750 (신장동)031-8072-8283,하남
667,경기,하남,미사대로 750 (신장동)031-8072-1898,하남
668,경기,하남,미사대로 750 (신장동)031-8072-8339,하남
669,경기,하남,신장로 130031-793-7866,하남
670,경기,하남,대청로 34 (신장동)031-795-8724,하남
671,경기,화성,향남읍 발안로 111 031-366-5483,화성
672,경기,화성,"동탄대로시범길 134 (청계동, 시범 반도유보라 아이비파크4.0)031-377-3594",화성
673,경기,화성,동탄지성로 201 (능동)031-226-3528,화성
674,경기,화성,동탄대로 495 (오산동)031-373-3484,화성
675,경기,화성,효행로 1013 (진안동)031-226-3277,화성
676,경기,화성,동탄순환대로 692 (영천동)031-378-3290,화성
677,경기,화성,영통로 43 (반월동)031-203-6994,화성
678,경기,화성,동탄지성로 104 센트럴파티오031-613-4542,화성
679,경기,화성,"메타폴리스로 54, 동탄파라곤2상가 (반송동)031-8015-3584",화성
680,경기,화성,"동탄지성로 17, 풍성 위버폴리스 (반송동)031-613-8162",화성
681,경기,화성,"동탄중앙로 376, 동탄이마트 1층 (석우동)031-8015-5391",화성
682,경기,고양,덕양구 고양대로 1955 (동산동)031-5173-3028,고양
683,경기,고양,덕양구 고양대로 1955 (동산동)031-5173-1038,고양
684,경기,고양,덕양구 고양대로 1955 (동산동)031-5173-1065,고양
685,경기,고양,덕양구 고양대로 1955 (동산동)031-5173-3039,고양
686,경기,고양,덕양구 신원동 628-202-371-3271,고양
687,경기,고양,덕양구 호국로 1775 (고양동)031-965-4579,고양
688,경기,고양,덕양구 충장로 14 (행신동)031-973-3234,고양
689,경기,고양,덕양구 호국로 811 (주교동)031-965-7850,고양
690,경기,고양,덕양구 화신로272번길 57 (화정동)031-938-8338,고양
691,경기,고양,덕양구 화신로260번길 57 (화정동)031-973-8530,고양
692,경기,성남,수정구 위례광장로 104 (창곡동)031-751-3485,성남
693,경기,성남,수정구 수정로 201 (태평1동) 신세계쉐덴031-751-3219,성남
694,경기,여주,세종로 358 (점봉동)_1031-883-3561,여주
695,경기,여주,명품로 360 2004호 (상거동)031-880-1631,여주
696,경기,여주,명품로 360 2400호 (상거동)031-880-1633,여주
697,경기,평택,비전5로 20-24 (비전동)031-618-3761,평택
698,경기,평택,경기대로 1353 (서정동)031-664-3646,평택
699,경기,평택,중앙2로 13 (평택동)031-651-3959,평택
700,경기,평택,평택로 51 (평택동) 평택역031-646-6150,평택
701,경기,평택,관광특구로 38 (서정동)031-611-8614,평택
702,경기,고양,일산서구 대화동 1050-185031-929-5315,고양
703,경기,고양,일산서구 하이파크2로 67 (덕이동)031-919-3453,고양
704,경기,고양,일산서구 탄중로 106 (덕이동)031-919-3353,고양
705,경기,고양,일산서구 일산로 541 (일산동)031-921-8919,고양
706,경기,고양,일산서구 대화동 킨텍스로 171031-912-8924,고양
707,경기,고양,일산서구 일현로 97-11 (일산위브더제니스스퀘어1동147~151)031-913-8712,고양
708,경기,고양,"일산서구 중앙로 1559, 시티타워 1~2층 (대화동)031-918-8674",고양
709,경기,고양,"일산서구 중앙로 1420, 1층 (주엽동)031-911-8660",고양
710,경기,고양,"일산서구 중앙로 1456, 서현프라자 112호 ,113호,114호 (주엽동)031-913-8206",고양
711,경기,김포,"김포한강4로 487 (구래동, 한강신도시 반도유보라 4차)031-985-3653",김포
712,경기,김포,"김포한강2로 41 (장기동, E편한세상 캐널시티)031-986-3530",김포
713,경기,김포,중봉로 27 (감정동)031-987-3418,김포
714,경기,김포,김포한강11로 288-32031-989-4922,김포
715,경기,김포,김포한강7로 71031-996-3065,김포
716,경기,김포,풍무로 45 (풍무동)031-998-6728,김포
717,경기,김포,사우중로 35 (사우동)031-985-6745,김포
718,경기,김포,"김포한강4로 117, 홍우프라자 102~105호 (장기동)031-998-7586",김포
719,경기,부천,부천로 97 (심곡동)032-611-3414,부천
720,경기,부천,송내대로 239 (상동)032-624-7342,부천
721,경기,부천,부흥로 193 (중동)032-614-3212,부천
722,경기,부천,길주로 281 (중동) 동화빌딩032-322-4921,부천
723,경기,부천,신흥로 161 (중동)032-322-6730,부천
724,경기,부천,"길주로 181, 102,103,104,110,111,112호 (중동)032-327-9646",부천
725,경기,수원,영통구 광교중앙로248번길 7-2 (하동)031-213-3682,수원
726,경기,수원,영통구 대학로 47 (이의동)031-217-3676,수원
727,경기,수원,영통구 광교중앙로 145 (이의동)031-217-3654,수원
728,경기,수원,영통구 덕영대로 1566 (영통동)031-204-3648,수원
729,경기,수원,영통구 덕영대로 1467031-273-8972,수원
730,경기,수원,영통구 센트럴타운로 85 (이의동) 광교C1호반베르디움031-215-8909,수원
731,경기,수원,영통구 삼성로 2 트레이더스수원점 (신동)031-204-7803,수원
732,경기,수원,영통구 덕영대로 1695 (영통동)031-206-8747,수원
733,경기,수원,영통구 영통로 195 (망포동)031-205-6575,수원
734,경기,수원,영통구 광교로 191(이의동)031-217-2955,수원
735,경기,수원,"영통구 봉영로 1617, 훼미리타워 1층 (영통동)031-201-1880",수원
736,경기,안산,"상록구 성안길 82-3, B동 1층 (사동)031-415-8654",안산
